2.0,1.0
32.0,5.0
34.0,5.08746284125034
36.0,5.169925001442312
38.0,5.247927513443585
40.0,5.321928094887363
42.0,5.392317422778761
44.0,5.459431618637297
46.0,5.523561956057013
48.0,5.584962500721157
50.0,5.643856189774724
52.0,5.700439718141093
54.0,5.754887502163469
56.0,5.807354922057605
58.0,5.857980995127572
60.0,5.906890595608519
62.0,5.954196310386876
4.0,2.0
64.0,6.0
66.0,6.044394119358453
68.0,6.08746284125034
70.0,6.129283016944967
72.0,6.169925001442312
74.0,6.209453365628951
76.0,6.247927513443586
78.0,6.285402218862249
80.0,6.321928094887362
6.0,2.584962500721156
8.0,3.0
10.0,3.3219280948873626
12.0,3.5849625007211565
14.0,3.8073549220576037
16.0,4.0
18.0,4.169925001442312
20.0,4.321928094887363
22.0,4.459431618637297
24.0,4.584962500721157
26.0,4.700439718141093
28.0,4.807354922057604
30.0,4.906890595608519
